177.27	0.000
177.66	0.000
178.05	-1.014
178.43	0.367
178.82	-0.280
179.21	0.502
179.59	0.000
179.98	0.000
180.36	0.000
180.75	0.000
181.14	0.000
181.52	1.189
181.91	0.000
182.29	0.000
182.68	0.000
183.07	0.000
183.45	0.000
183.84	0.000
184.22	0.000
184.61	0.000
185.00	0.000
185.38	0.017
185.77	0.000
186.15	0.024
186.54	0.272
186.93	0.000
187.31	-0.294
187.70	0.000
188.08	0.000
188.47	0.000
188.85	0.234
189.24	0.000
189.62	0.079
190.01	0.290
190.39	-0.349
190.78	-0.407
191.17	0.000
191.55	0.000
191.94	0.713
192.32	-0.097
192.71	-0.287
193.09	0.083
193.48	-1.125
193.86	0.502
194.25	-1.213
194.63	0.137
195.02	0.000
195.40	0.000
195.79	0.470
196.17	-0.130
196.56	0.476
196.94	-0.151
197.33	-0.125
197.71	0.000
198.10	-0.684
198.48	0.126
198.87	0.000
199.25	0.992
199.63	-0.100
200.02	0.000
200.40	0.129
200.79	0.000
201.17	0.065
201.56	0.000
201.94	-0.100
202.33	-0.186
202.71	0.713
203.09	0.000
203.48	0.000
203.86	-0.353
204.25	-0.145
204.63	0.000
205.02	-0.173
205.40	0.000
205.78	0.205
206.17	0.071
206.55	0.153
206.94	0.248
207.32	0.000
207.70	-0.467
208.09	0.000
208.47	0.000
208.86	0.000
209.24	0.000
209.62	0.000
210.01	0.011
210.39	0.640
210.77	0.520
211.16	-0.248
211.54	0.280
211.92	-0.611
212.31	0.845
212.69	-0.504
213.07	0.011
213.46	-0.100
213.84	-0.407
214.23	0.137
214.61	-1.115
214.99	0.868
215.37	0.013
215.76	0.470
216.14	0.017
216.52	-1.014
216.91	0.000
217.29	-0.170
217.67	0.000
218.06	0.000
218.44	0.000
218.82	-0.006
219.21	-0.110
219.59	-0.413
219.97	0.349
220.35	-0.126
220.74	0.000
221.12	-0.638
221.50	-1.115
221.88	0.129
222.27	-0.097
222.65	0.000
223.03	1.101
223.42	-0.523
223.80	-0.513
224.18	-0.170
224.56	0.000
224.94	-0.287
225.33	-0.467
225.71	-0.126
226.09	0.214
226.47	1.072
226.86	0.083
227.24	-0.021
227.62	-0.556
228.00	-0.638
228.38	0.126
228.77	0.000
229.15	0.146
229.53	0.322
229.91	0.382
230.29	-0.290
230.68	0.440
231.06	0.000
231.44	0.000
231.82	0.000
232.20	-0.556
232.59	0.189
232.97	0.622
233.35	0.000
233.73	0.011
234.11	0.000
234.49	0.137
234.87	-0.349
235.26	-0.130
235.64	-0.071
236.02	-0.151
236.40	0.000
236.78	-0.151
237.16	0.868
237.54	0.173
237.93	0.713
238.31	0.017
238.69	-0.611
239.07	0.367
239.45	0.111
239.83	0.742
240.21	0.000
240.59	0.024
240.97	-0.126
241.35	-0.186
241.74	0.133
242.12	0.013
242.50	0.982
242.88	0.000
243.26	-0.008
243.64	-0.186
244.02	0.000
244.40	0.000
244.78	0.184
245.16	-0.151
245.54	0.475
245.92	0.000
246.30	-0.100
246.68	0.040
247.06	-1.125
247.44	-1.041
247.82	-0.264
248.20	0.557
248.59	0.640
248.97	-0.127
249.35	-0.126
249.73	0.071
250.11	0.000
250.49	-0.353
250.87	0.000
251.25	0.013
251.63	-0.009
252.01	0.008
252.39	0.000
252.77	0.607
253.15	0.000
253.52	-0.407
253.90	1.147
254.28	0.017
254.66	-0.055
255.04	0.214
255.42	-0.170
255.80	0.000
256.18	-0.368
256.56	0.040
256.94	1.315
257.32	-0.243
257.70	0.982
258.08	0.011
258.46	-0.194
258.84	-0.097
259.22	0.000
259.60	0.000
259.98	0.049
260.35	-0.097
260.73	0.476
261.11	0.845
261.49	-0.214
261.87	0.742
262.25	0.133
262.63	0.200
263.01	0.000
263.39	0.000
263.77	0.000
264.14	0.000
264.52	-1.014
264.90	0.040
265.28	0.000
265.66	1.101
266.04	0.247
266.42	0.520
266.79	0.361
267.17	-0.556
267.55	-0.638
267.93	0.040
268.31	0.361
268.69	-0.352
269.06	-0.081
269.44	0.194
269.82	-0.005
270.20	0.622
270.58	0.000
270.96	0.349
271.33	-0.007
271.71	-0.183
272.09	-0.012
272.47	-0.077
272.85	-0.062
273.22	-0.186
273.60	0.000
273.98	0.000
274.36	-0.125
274.73	0.248
275.11	0.000
275.49	0.100
275.87	0.713
276.25	0.011
276.62	-0.638
277.00	-0.130
277.38	0.247
277.76	0.009
278.13	0.640
278.51	0.000
278.89	0.000
279.26	0.235
279.64	-0.083
280.02	-0.444
280.40	0.000
280.77	0.214
281.15	0.133
281.53	0.000
281.90	-0.200
282.28	0.992
282.66	0.056
283.04	0.000
283.41	0.189
283.79	0.024
284.17	0.000
284.54	0.000
284.92	0.625
285.30	0.000
285.67	0.098
286.05	-0.151
286.43	0.000
286.80	0.017
287.18	-0.012
287.56	0.000
287.93	-0.200
288.31	0.041
288.69	0.000
289.06	0.000
289.44	0.206
289.81	0.410
290.19	0.278
290.57	0.111
290.94	-0.037
291.32	0.000
291.70	0.000
292.07	0.009
292.45	1.072
292.82	-0.097
293.20	0.361
293.58	0.992
293.95	-0.008
294.33	0.011
294.70	-0.264
295.08	-0.467
295.45	0.247
295.83	0.622
296.21	-0.012
296.58	0.017
296.96	-0.866
297.33	0.000
297.71	0.565
298.08	0.235
298.46	0.000
298.83	0.502
299.21	0.000
299.58	-0.200
299.96	0.476
300.34	0.000
300.71	0.129
301.09	-0.048
301.46	-1.125
301.84	0.000
302.21	-0.126
302.59	0.367
302.96	-0.062
303.34	-0.684
303.71	-0.638
304.09	0.992
304.46	0.412
304.84	0.367
305.21	0.189
305.58	-0.097
305.96	0.000
306.33	-0.097
306.71	-0.290
307.08	-0.659
307.46	-0.015
307.83	0.557
308.21	0.000
308.58	0.349
308.96	0.000
309.33	0.000
309.70	0.475
310.08	0.000
310.45	0.565
310.83	-0.181
311.20	-0.170
311.57	0.041
311.95	-0.368
312.32	0.264
312.70	0.264
313.07	0.331
313.44	0.000
313.82	0.607
314.19	0.153
314.57	0.008
314.94	0.099
315.31	0.000
315.69	0.247
316.06	0.006
316.43	-0.100
316.81	-0.232
317.18	0.247
317.55	-0.838
317.93	-0.083
318.30	0.451
318.68	-0.504
319.05	-0.243
319.42	0.000
319.79	0.557
320.17	0.476
320.54	1.324
320.91	0.272
321.29	0.520
321.66	0.000
322.03	-0.159
322.41	0.217
322.78	0.214
323.15	-0.638
323.53	0.100
323.90	0.142
324.27	0.440
324.64	-0.008
325.02	0.440
325.39	0.056
325.76	0.009
326.13	0.406
326.51	-0.276
326.88	0.476
327.25	1.101
327.62	0.000
328.00	0.502
328.37	0.182
328.74	0.017
329.11	0.182
329.49	0.214
329.86	0.361
330.23	0.125
330.60	0.065
330.97	0.290
331.35	0.087
331.72	0.174
332.09	0.198
332.46	-0.105
332.83	0.056
333.21	0.338
333.58	-0.074
333.95	-0.077
334.32	0.327
334.69	-0.048
335.06	0.204
335.44	0.200
335.81	0.043
336.18	-0.149
336.55	0.030
336.92	0.502
337.29	0.160
337.67	0.135
338.04	0.079
338.41	-0.027
338.78	0.137
339.15	0.387
339.52	0.097
339.89	0.368
340.26	-0.074
340.63	-0.029
341.01	0.315
341.38	0.175
341.75	0.057
342.12	0.154
342.49	-0.056
342.86	-0.029
343.23	0.084
343.60	0.004
343.97	0.028
344.34	0.246
344.71	0.477
345.08	0.065
345.46	0.113
345.83	0.113
346.20	0.040
346.57	0.045
346.94	-0.003
347.31	0.117
347.68	0.079
348.05	0.125
348.42	0.289
348.79	0.004
349.16	-0.047
349.53	0.022
349.90	0.102
350.27	0.086
350.64	-0.004
351.01	0.053
351.38	0.070
351.75	0.150
352.12	-0.133
352.49	0.084
352.86	0.063
353.23	0.034
353.60	0.047
353.97	0.002
354.34	0.018
354.71	0.101
355.08	0.102
355.44	0.002
355.81	0.037
356.18	0.094
356.55	0.082
356.92	0.116
357.29	0.126
357.66	0.325
358.03	0.150
358.40	0.064
358.77	0.074
359.14	0.112
359.51	0.084
359.88	0.134
360.24	0.129
360.61	0.059
360.98	0.142
361.35	0.090
361.72	0.031
362.09	0.102
362.46	0.077
362.83	0.080
363.19	0.147
363.56	0.122
363.93	0.165
364.30	0.112
364.67	0.073
365.04	0.031
365.41	0.049
365.77	0.097
366.14	0.026
366.51	0.118
366.88	0.078
367.25	0.102
367.61	0.140
367.98	0.156
368.35	0.088
368.72	0.024
369.09	0.092
369.45	0.123
369.82	0.123
370.19	0.104
370.56	0.110
370.93	0.088
371.29	0.128
371.66	0.182
372.03	0.059
372.40	0.091
372.76	0.081
373.13	0.106
373.50	0.078
373.87	0.068
374.23	0.049
374.60	0.092
374.97	0.093
375.34	0.089
375.70	0.044
376.07	0.115
376.44	0.122
376.80	0.095
377.17	0.136
377.54	0.070
377.91	0.092
378.27	0.074
378.64	0.087
379.01	0.098
379.37	0.077
379.74	0.122
380.11	0.103
380.47	0.113
380.84	0.104
381.21	0.115
381.57	0.100
381.94	0.112
382.31	0.085
382.67	0.073
383.04	0.071
383.41	0.092
383.77	0.118
384.14	0.097
384.50	0.095
384.87	0.122
385.24	0.122
385.60	0.115
385.97	0.147
386.34	0.107
386.70	0.080
387.07	0.098
387.43	0.104
387.80	0.140
388.16	0.083
388.53	0.114
388.90	0.103
389.26	0.088
389.63	0.110
389.99	0.117
390.36	0.106
390.72	0.110
391.09	0.101
391.46	0.098
391.82	0.079
392.19	0.121
392.55	0.099
392.92	0.118
393.28	0.109
393.65	0.110
394.01	0.103
394.38	0.136
394.74	0.129
395.11	0.094
395.47	0.111
395.84	0.120
396.20	0.118
396.57	0.106
396.93	0.107
397.30	0.124
397.66	0.113
398.03	0.108
398.39	0.122
398.76	0.107
399.12	0.099
399.48	0.102
399.85	0.115
400.21	0.104
400.58	0.119
400.94	0.101
401.31	0.110
401.67	0.101
402.04	0.118
402.40	0.112
402.76	0.102
403.13	0.118
403.49	0.117
403.86	0.125
404.22	0.121
404.58	0.104
404.95	0.111
405.31	0.116
405.68	0.119
406.04	0.116
406.40	0.109
406.77	0.116
407.13	0.120
407.49	0.110
407.86	0.110
408.22	0.126
408.58	0.113
408.95	0.114
409.31	0.125
409.67	0.114
410.04	0.131
410.40	0.117
410.76	0.109
411.13	0.129
411.49	0.125
411.85	0.112
412.22	0.122
412.58	0.112
412.94	0.120
413.31	0.129
413.67	0.118
414.03	0.125
414.39	0.119
414.76	0.127
415.12	0.124
415.48	0.112
415.84	0.128
416.21	0.128
416.57	0.117
416.93	0.109
417.29	0.124
417.66	0.125
418.02	0.123
418.38	0.139
418.74	0.126
419.11	0.128
419.47	0.104
419.83	0.129
420.19	0.129
420.55	0.109
420.92	0.130
421.28	0.122
421.64	0.129
422.00	0.138
422.36	0.117
422.73	0.133
423.09	0.121
423.45	0.136
423.81	0.122
424.17	0.134
424.53	0.133
424.90	0.122
425.26	0.128
425.62	0.133
425.98	0.140
426.34	0.136
426.70	0.140
427.06	0.125
427.43	0.129
427.79	0.137
428.15	0.128
428.51	0.126
428.87	0.137
429.23	0.136
429.59	0.134
429.95	0.131
430.31	0.137
430.67	0.131
431.03	0.137
431.40	0.123
431.76	0.133
432.12	0.139
432.48	0.131
432.84	0.125
433.20	0.147
433.56	0.133
433.92	0.133
434.28	0.134
434.64	0.126
435.00	0.140
435.36	0.134
435.72	0.144
436.08	0.148
436.44	0.148
436.80	0.146
437.16	0.151
437.52	0.143
437.88	0.144
438.24	0.141
438.60	0.143
438.96	0.145
439.32	0.160
439.68	0.152
440.04	0.138
440.40	0.144
440.76	0.140
441.12	0.146
441.48	0.152
441.84	0.146
442.20	0.136
442.56	0.154
442.92	0.139
443.28	0.151
443.63	0.152
443.99	0.147
444.35	0.151
444.71	0.154
445.07	0.151
445.43	0.148
445.79	0.141
446.15	0.144
446.51	0.148
446.87	0.158
447.22	0.152
447.58	0.154
447.94	0.169
448.30	0.152
448.66	0.150
449.02	0.157
449.38	0.147
449.74	0.153
450.09	0.155
450.45	0.156
450.81	0.160
451.17	0.164
451.53	0.169
451.89	0.163
452.24	0.162
452.60	0.156
452.96	0.151
453.32	0.158
453.68	0.163
454.03	0.157
454.39	0.161
454.75	0.160
455.11	0.166
455.46	0.167
455.82	0.170
456.18	0.160
456.54	0.172
456.90	0.173
457.25	0.176
457.61	0.167
457.97	0.161
458.33	0.165
458.68	0.173
459.04	0.160
459.40	0.170
459.75	0.175
460.11	0.165
460.47	0.172
460.83	0.180
461.18	0.179
461.54	0.179
461.90	0.181
462.25	0.178
462.61	0.185
462.97	0.183
463.32	0.180
463.68	0.176
464.04	0.162
464.39	0.176
464.75	0.181
465.11	0.178
465.46	0.184
465.82	0.187
466.18	0.187
466.53	0.175
466.89	0.186
467.25	0.189
467.60	0.193
467.96	0.183
468.31	0.180
468.67	0.185
469.03	0.184
469.38	0.192
469.74	0.184
470.09	0.194
470.45	0.184
470.81	0.186
471.16	0.187
471.52	0.205
471.87	0.195
472.23	0.192
472.59	0.193
472.94	0.201
473.30	0.192
473.65	0.194
474.01	0.205
474.36	0.197
474.72	0.206
475.07	0.207
475.43	0.208
475.78	0.191
476.14	0.196
476.49	0.196
476.85	0.196
477.20	0.197
477.56	0.210
